Date,Day,Month,Quarter,Year,Open,High,Low,Close,Adj Close,Volume
08-03-2019,Friday,March,Q1,2019,218.3800049,222.1900024,215.9299927,221.8699951,215.2145538,2691800
11-03-2019,Monday,March,Q1,2019,222.9400024,226.1300049,222.8399963,225.6399994,218.8715057,2670100
12-03-2019,Tuesday,March,Q1,2019,226.5899963,228.1999969,226.2200012,226.9400024,220.1324768,2478700
13-03-2019,Wednesday,March,Q1,2019,228.3699951,231.3300018,227.8000031,228.5,221.6456909,2690400
14-03-2019,Thursday,March,Q1,2019,228.6999969,230.2100067,227.4100037,229.5099945,222.625351,2838700
15-03-2019,Friday,March,Q1,2019,228.8200073,232.7599945,228.8099976,231.1699982,224.2355499,3894200
18-03-2019,Monday,March,Q1,2019,232.2899933,232.5,229.1100006,230.3899994,223.4789581,2734100
19-03-2019,Tuesday,March,Q1,2019,231.5399933,232.1000061,230.3300018,231.0099945,224.0803833,3212000
20-03-2019,Wednesday,March,Q1,2019,229.7299957,231.9400024,227.8399963,229.8899994,222.993988,3747400
21-03-2019,Thursday,March,Q1,2019,228.1999969,237.0800018,228.1799927,235.8699951,228.7945862,4441100
22-03-2019,Friday,March,Q1,2019,234.8399963,236,230.6799927,230.7599945,223.8378754,3709400
25-03-2019,Monday,March,Q1,2019,230.3899994,231.9400024,228.5500031,230.4199982,223.5080414,3506500
26-03-2019,Tuesday,March,Q1,2019,232.9600067,233.6300049,231.4499969,233.2899933,226.2919922,3046900
27-03-2019,Wednesday,March,Q1,2019,233.9199982,234.1999969,229.6499939,232.5200043,225.545105,2640700
28-03-2019,Thursday,March,Q1,2019,233.4199982,235.3300018,232.3699951,234.8600006,227.8148804,2712100
29-03-2019,Friday,March,Q1,2019,236.4900055,236.6399994,233.9700012,235.4499969,228.3871765,3453900
01-04-2019,Monday,April,Q2,2019,238.3000031,239.75,236.9400024,239.0500031,231.8792267,3475900
02-04-2019,Tuesday,April,Q2,2019,239.2299957,239.8699951,238.0700073,239.2599945,232.0829315,3386400
03-04-2019,Wednesday,April,Q2,2019,240.2799988,240.9299927,237.8200073,238.9299927,231.7628174,2911700
04-04-2019,Thursday,April,Q2,2019,238.6999969,238.7700043,233.7599945,236.0599976,228.9788818,3096300
05-04-2019,Friday,April,Q2,2019,237.2100067,237.9600067,236.1100006,236.6300049,229.5318146,2590000
08-04-2019,Monday,April,Q2,2019,235.7200012,236.2799988,233.1199951,236.2700043,229.502655,2714500
09-04-2019,Tuesday,April,Q2,2019,235.2899933,237.25,235,235.9100037,229.1529846,2491300
10-04-2019,Wednesday,April,Q2,2019,237,237.9499969,236.1100006,237.0599976,230.2700348,1984200
11-04-2019,Thursday,April,Q2,2019,238,238,235.0399933,236.0399933,229.2792511,1908200
12-04-2019,Friday,April,Q2,2019,237.0299988,239,236.0800018,238.8300018,231.9893646,3452100
15-04-2019,Monday,April,Q2,2019,239.5200043,239.8600006,237.1900024,239.1499939,232.3001404,3437500
16-04-2019,Tuesday,April,Q2,2019,240,240.9700012,238.9499969,240.0899963,233.2132416,2564300
17-04-2019,Wednesday,April,Q2,2019,240.6699982,241.2400055,238.9499969,241,234.0971832,2829200
18-04-2019,Thursday,April,Q2,2019,242.5299988,242.6499939,240.4600067,240.8899994,233.9903412,3016800
22-04-2019,Monday,April,Q2,2019,239.8000031,243.1399994,239.0700073,243.0500031,236.0884705,2217700
23-04-2019,Tuesday,April,Q2,2019,243.8999939,244.5,242.4499969,243.4900055,236.5158844,3108400
24-04-2019,Wednesday,April,Q2,2019,243.6300049,246.0800018,242.8099976,245.2899933,238.2642975,3255200
25-04-2019,Thursday,April,Q2,2019,244.6999969,246.8500061,244.0200043,245.6100006,238.5751343,3152400
26-04-2019,Friday,April,Q2,2019,246.0500031,247.1499939,243.2200012,246.6799927,239.6144714,3349300
29-04-2019,Monday,April,Q2,2019,246.8800049,248.2100067,245.8600006,247.1300049,240.0516052,3274900
30-04-2019,Tuesday,April,Q2,2019,251.0899963,257.4299927,250.5099945,254.2400055,246.9580078,7179600
01-05-2019,Wednesday,May,Q2,2019,254.8999939,256.25,248.6699982,248.75,241.6252136,5146000
02-05-2019,Thursday,May,Q2,2019,247.5599976,248.2700043,244.2799988,247.1900024,240.1098785,4747300
03-05-2019,Friday,May,Q2,2019,248.6100006,249.8500061,247.4600067,247.9499969,240.8481293,3194200
06-05-2019,Monday,May,Q2,2019,241.4900055,249.0800018,240.0500031,248.6399994,241.5183716,3022000
07-05-2019,Tuesday,May,Q2,2019,247.2700043,247.7299957,242.6000061,245.0599976,238.0408936,4257500
08-05-2019,Wednesday,May,Q2,2019,244.5399933,247.5500031,243.75,245.3300018,238.3031464,3050700
09-05-2019,Thursday,May,Q2,2019,241.8899994,245.5299988,239.9600067,245.3099976,238.2837372,3891000
10-05-2019,Friday,May,Q2,2019,243.8699951,248.7200012,241.3300018,247.4299927,240.3430023,2816200
13-05-2019,Monday,May,Q2,2019,241.5099945,243.9100037,240.3600006,241.3800049,234.4663086,4136900
14-05-2019,Tuesday,May,Q2,2019,242.1199951,247.4400024,241.8999939,245.9400024,238.8956757,3862100
15-05-2019,Wednesday,May,Q2,2019,244.3300018,251.0399933,244.2100067,249.1499939,242.0137024,4186900
16-05-2019,Thursday,May,Q2,2019,250.4400024,255.1499939,250.3300018,253.4199982,246.1614227,4911900
17-05-2019,Friday,May,Q2,2019,251.1100006,254.2899933,250.8399963,252.5500031,245.3163757,3129800
20-05-2019,Monday,May,Q2,2019,250.4900055,254.3899994,249.3300018,253.4900055,246.2294617,2951500
21-05-2019,Tuesday,May,Q2,2019,255,255.9499969,253.7899933,255.3600006,248.0458832,2881600
22-05-2019,Wednesday,May,Q2,2019,254.75,258.8599854,254.5,256.8999939,249.5417633,2936000
23-05-2019,Thursday,May,Q2,2019,254.75,255.6999969,248.3300018,249.7299957,242.5771332,5072500
24-05-2019,Friday,May,Q2,2019,253.1399994,253.3699951,250.3300018,251.4799957,244.2769928,2710800
28-05-2019,Tuesday,May,Q2,2019,252.6600037,257.7600098,252.6499939,253.4299927,246.1711426,6252100
29-05-2019,Wednesday,May,Q2,2019,252.25,254.25,251.2700043,253.5599976,246.2974091,4014300
30-05-2019,Thursday,May,Q2,2019,254.2700043,256.0599976,252.7899933,254.1900024,246.9094238,2817400
31-05-2019,Friday,May,Q2,2019,251.9799957,253.6600037,250.8399963,251.4900055,244.2867432,5041400
03-06-2019,Monday,June,Q2,2019,251.8000031,252.9799957,240.25,242.2599945,235.3210754,5452100
04-06-2019,Tuesday,June,Q2,2019,245.1300049,249.3699951,241.7200012,249.1799927,242.0428772,4862200
05-06-2019,Wednesday,June,Q2,2019,251.4700012,256.9700012,250.1499939,256.2600098,248.920105,4742400
06-06-2019,Thursday,June,Q2,2019,256.3599854,258.7000122,254.8600006,257.8299866,250.4451447,3443500
07-06-2019,Friday,June,Q2,2019,260,266.8699951,259.6199951,265.7999878,258.1868896,3691800
10-06-2019,Monday,June,Q2,2019,269,269.8500061,265.2799988,266.1000061,258.4782104,4469000
11-06-2019,Tuesday,June,Q2,2019,267.4700012,267.8900146,259.1799927,263.6600037,256.1081543,3119600
12-06-2019,Wednesday,June,Q2,2019,262.4500122,264.2099915,261.3599854,263.8500061,256.2926941,2295300
13-06-2019,Thursday,June,Q2,2019,265,265.230011,260.25,261.2000122,253.7185822,4331000
14-06-2019,Friday,June,Q2,2019,259.9899902,261.980011,259.4200134,260.1000061,252.650116,3158200
17-06-2019,Monday,June,Q2,2019,261,261.7099915,258.0499878,259.2000122,251.7759247,3332200
18-06-2019,Tuesday,June,Q2,2019,261.7000122,262.25,255.0700073,258.8099976,251.3970184,3921300
19-06-2019,Wednesday,June,Q2,2019,258.8299866,260.6199951,258.2999878,259.8699951,252.426651,4326500
20-06-2019,Thursday,June,Q2,2019,263.4899902,267.7000122,262.5,266.7900085,259.1485291,4667300
21-06-2019,Friday,June,Q2,2019,265.8200073,268.1499939,264.4200134,264.4700012,256.8948364,4285800
24-06-2019,Monday,June,Q2,2019,265.8500061,267.1000061,265.1300049,265.2999878,257.7011719,2538100
25-06-2019,Tuesday,June,Q2,2019,266.0400085,266.3099976,259.1199951,259.730011,252.2906952,3138000
26-06-2019,Wednesday,June,Q2,2019,260.8800049,262.6499939,259.9899902,261.2999878,253.8157349,3869400
27-06-2019,Thursday,June,Q2,2019,262.4400024,263.5799866,260.3999939,261.1000061,253.62146,2186900
28-06-2019,Friday,June,Q2,2019,263.0899963,264.8399963,261.3299866,264.5299988,256.9531555,4400300
01-07-2019,Monday,July,Q3,2019,269.9899902,269.9899902,264.8699951,266.769989,259.1290283,2646800
02-07-2019,Tuesday,July,Q3,2019,266.8800049,270.6000061,266.4299927,270.5700073,262.8202515,2649100
03-07-2019,Wednesday,July,Q3,2019,271,273.0799866,270.7799988,273.0799866,265.2583008,1896800
05-07-2019,Friday,July,Q3,2019,271.5,272.769989,269.0899963,272.1400146,264.3452454,2561000
08-07-2019,Monday,July,Q3,2019,270.1000061,272.0700073,269.4599915,271.230011,263.7812195,2291700
09-07-2019,Tuesday,July,Q3,2019,269.8200073,273.6499939,269.5,273.3399963,265.8331604,2477400
10-07-2019,Wednesday,July,Q3,2019,274.1700134,277.1000061,274.1499939,275.3800049,267.8171692,2323000
11-07-2019,Thursday,July,Q3,2019,277.6000061,278.6499939,276.0799866,278.3200073,270.6764221,2583900
12-07-2019,Friday,July,Q3,2019,279.2399902,279.7399902,276.2600098,279.5400085,271.8628845,2299700
15-07-2019,Monday,July,Q3,2019,280.4599915,280.5899963,278.5499878,279.3699951,271.6976013,3349500
16-07-2019,Tuesday,July,Q3,2019,279,280.6300049,275.3099976,276.6199951,269.0231323,2976000
17-07-2019,Wednesday,July,Q3,2019,277.3900146,278.4700012,275.269989,275.2799988,267.7199097,2318900
18-07-2019,Thursday,July,Q3,2019,275,277.25,274.7399902,276.7799988,269.1786499,3241000
19-07-2019,Friday,July,Q3,2019,279.4299927,279.480011,275.4200134,275.6000061,268.0311584,3048200
22-07-2019,Monday,July,Q3,2019,276.9100037,279.3599854,276.0700073,278.6099854,270.9585266,2092400
23-07-2019,Tuesday,July,Q3,2019,280,280.4200134,276.8999939,278.9700012,271.3086243,2275400
24-07-2019,Wednesday,July,Q3,2019,278.1700134,280.2999878,276.3800049,280.25,272.5535278,2805200
25-07-2019,Thursday,July,Q3,2019,280,280.8999939,277.5499878,279.3500061,271.6781921,2312200
26-07-2019,Friday,July,Q3,2019,280.6000061,282.2900085,280.0799866,282.0700073,274.3234863,2942100
29-07-2019,Monday,July,Q3,2019,283.1199951,283.3299866,280.4299927,281.4400024,273.7107849,3677700
30-07-2019,Tuesday,July,Q3,2019,279.3399963,282.3699951,275.4500122,278.1600037,270.520813,3957900
31-07-2019,Wednesday,July,Q3,2019,278.6700134,278.980011,265.6900024,272.269989,264.792572,5513100
01-08-2019,Thursday,August,Q3,2019,273.9299927,279.3099976,271.6400146,274.1600037,266.6307373,4988100
02-08-2019,Friday,August,Q3,2019,272,272.5,265.6799927,269.4500122,262.0500488,4438000
05-08-2019,Monday,August,Q3,2019,260,262.6499939,253.8999939,256.8399963,249.7863922,6861300
06-08-2019,Tuesday,August,Q3,2019,261.7999878,265.1499939,260.1799927,264.6799927,257.4110718,4918500
07-08-2019,Wednesday,August,Q3,2019,263.3999939,270,260.25,269.3099976,261.9139099,4476000
08-08-2019,Thursday,August,Q3,2019,272,278.0799866,271.6000061,278.0400085,270.4041443,4135500
09-08-2019,Friday,August,Q3,2019,275.5100098,276.8999939,273.0799866,274.9500122,267.3990479,3410500
12-08-2019,Monday,August,Q3,2019,272.8500061,274.980011,268.8900146,270,262.5849304,3322600
13-08-2019,Tuesday,August,Q3,2019,269.8299866,275.3699951,268,274.5299988,266.9905701,3899800
14-08-2019,Wednesday,August,Q3,2019,269.8200073,272.4700012,265.8500061,267.1499939,259.8131409,3750300
15-08-2019,Thursday,August,Q3,2019,269.2799988,273.1499939,268.0899963,271.8900146,264.4230652,3364300
16-08-2019,Friday,August,Q3,2019,274.980011,275.9599915,273.7900085,274.3599854,266.8252869,2718100
19-08-2019,Monday,August,Q3,2019,277,278.5700073,275.2099915,278.0700073,270.4332886,2502300
20-08-2019,Tuesday,August,Q3,2019,278.3999939,279.5599976,275.8500061,277.0400085,269.4316101,2583600
21-08-2019,Wednesday,August,Q3,2019,279.6400146,282.1000061,279.2900085,282.0100098,274.2651062,2492200
22-08-2019,Thursday,August,Q3,2019,282.1099854,282.8900146,276.7600098,280.769989,273.0592041,2975800
23-08-2019,Friday,August,Q3,2019,280,282.0899963,270.2099915,271.8900146,264.4230652,4415000
26-08-2019,Monday,August,Q3,2019,274.8800049,276.4299927,272.980011,276.4299927,268.8383789,2184400
27-08-2019,Tuesday,August,Q3,2019,276.7399902,279.0899963,274.9100037,276.6400146,269.0426025,2169400
28-08-2019,Wednesday,August,Q3,2019,275.230011,278.6499939,273.3699951,278.2399902,270.5986633,2306900
29-08-2019,Thursday,August,Q3,2019,281,281.980011,278.8800049,281.3800049,273.6524658,2297200
30-08-2019,Friday,August,Q3,2019,282.5899963,282.9599915,278.730011,281.3699951,273.6426697,2600300
03-09-2019,Tuesday,September,Q3,2019,279.9899902,282.8399963,278.5,280.1099854,272.4172974,2350800
04-09-2019,Wednesday,September,Q3,2019,282.769989,286.2099915,282.1499939,286.1000061,278.2427979,2631000
05-09-2019,Thursday,September,Q3,2019,290.2900085,293.4599915,289.6000061,292.0799866,284.0585632,3808300
06-09-2019,Friday,September,Q3,2019,291.9400024,293.0700073,290.0499878,291.3800049,283.3778687,2783300
09-09-2019,Monday,September,Q3,2019,293.4899902,293.6900024,280.1000061,283.3599854,275.578064,4795900
10-09-2019,Tuesday,September,Q3,2019,281.3399963,281.5,270.3399963,272.3299866,264.8509521,8683800
11-09-2019,Wednesday,September,Q3,2019,274.9200134,276,269.2000122,269.9500122,262.536377,6342300
12-09-2019,Thursday,September,Q3,2019,273.3900146,278.769989,273.1900024,276.3999939,268.8092041,5497900
13-09-2019,Friday,September,Q3,2019,277.9899902,278.1499939,273.0400085,276.3200073,268.7314148,4631100
16-09-2019,Monday,September,Q3,2019,273.4700012,275.7600098,272.7099915,274.0799866,266.5529175,2755100
17-09-2019,Tuesday,September,Q3,2019,274.5499878,278.6300049,273.9500122,276.25,268.663269,2929500
18-09-2019,Wednesday,September,Q3,2019,276.769989,276.8500061,270.4400024,275.1000061,267.5448914,2975900
19-09-2019,Thursday,September,Q3,2019,275.9599915,278.1499939,274.8500061,275.9100037,268.3326721,2623800
20-09-2019,Friday,September,Q3,2019,277.7900085,278.5899963,270.9100037,271.1700134,263.7228088,5540800
23-09-2019,Monday,September,Q3,2019,270.2999878,273.7399902,270,273.1499939,265.648468,3092000
24-09-2019,Tuesday,September,Q3,2019,275.6300049,277.4400024,269.0599976,271.1199951,263.6741638,4120300
25-09-2019,Wednesday,September,Q3,2019,270.25,272.9899902,266.6099854,272.75,265.2594604,4083600
26-09-2019,Thursday,September,Q3,2019,273.230011,275.4400024,272.6300049,273.8900146,266.3681335,2924600
27-09-2019,Friday,September,Q3,2019,275.3900146,275.6300049,267.6900024,269.1300049,261.7387695,3175700
30-09-2019,Monday,September,Q3,2019,270.9899902,272.0700073,269.3200073,271.5700073,264.1118774,3128700
01-10-2019,Tuesday,October,Q4,2019,271.4899902,273.6499939,270.0400085,270.9400024,263.4991455,3066400
02-10-2019,Wednesday,October,Q4,2019,268.1600037,268.9400024,262.519989,264.480011,257.2166138,4308900
03-10-2019,Thursday,October,Q4,2019,264.25,268.5400085,260.4100037,268.2900085,260.921936,3948100
04-10-2019,Friday,October,Q4,2019,269.5100098,274.480011,269.1600037,274.0599976,266.5335083,2671400
07-10-2019,Monday,October,Q4,2019,271.3099976,273.5,270.4100037,272.1900024,264.7148132,2861900
08-10-2019,Tuesday,October,Q4,2019,269.8200073,271.0799866,266.5899963,267.0700073,260.0507202,2818900
09-10-2019,Wednesday,October,Q4,2019,269.9599915,273.1400146,269.5,272.2399902,265.0848999,2169600
10-10-2019,Thursday,October,Q4,2019,271.5599976,274.7099915,271.2600098,273.8299866,266.6329651,2194700
11-10-2019,Friday,October,Q4,2019,276.2000122,280,275.1199951,275.9100037,268.6583862,3493000
14-10-2019,Monday,October,Q4,2019,277.5599976,278.5599976,275.5599976,276.3800049,269.1160278,2042500
15-10-2019,Tuesday,October,Q4,2019,277.2099915,279.9599915,275.9599915,278.5599976,271.2387085,3006600
16-10-2019,Wednesday,October,Q4,2019,277.1000061,279.0299988,274.7999878,278.269989,270.9563904,2689400
17-10-2019,Thursday,October,Q4,2019,279.3500061,280.4400024,275.9299927,276.5100098,269.2425842,2396600
18-10-2019,Friday,October,Q4,2019,275.2399902,276.6799927,269.8999939,270.6300049,263.5171509,4052300
21-10-2019,Monday,October,Q4,2019,271.9299927,274.3599854,269.5,274.2999878,267.0906982,2921200
22-10-2019,Tuesday,October,Q4,2019,274.8999939,275.3500061,261.0100098,261.2600098,254.3934021,5619500
23-10-2019,Wednesday,October,Q4,2019,262.6799927,264.1900024,258.5100098,260.8500061,253.9941101,5367000
24-10-2019,Thursday,October,Q4,2019,263.5599976,269.3299866,263.5599976,268.75,261.686554,3791900
25-10-2019,Friday,October,Q4,2019,266.2600098,272.1799927,265.5599976,270.1900024,263.0887451,2760200
28-10-2019,Monday,October,Q4,2019,273.2600098,275.9299927,271.3699951,275.9299927,268.6778564,3796600
29-10-2019,Tuesday,October,Q4,2019,277.6000061,278.2900085,273.0799866,274.2900085,267.0809631,4706700
30-10-2019,Wednesday,October,Q4,2019,274.6400146,277.4700012,273,277.1499939,269.8657837,3485500
31-10-2019,Thursday,October,Q4,2019,276.3800049,279.0899963,275.0599976,276.8099976,269.53479,5356000
01-11-2019,Friday,November,Q4,2019,279,280.3900146,276.1199951,279.0499878,271.7157593,2880000
04-11-2019,Monday,November,Q4,2019,280.6400146,282.2399902,275.8099976,276.3299866,269.0673218,3726600
05-11-2019,Tuesday,November,Q4,2019,276.5,276.9500122,268.4200134,269,261.9299927,4717500
06-11-2019,Wednesday,November,Q4,2019,270.2999878,271.6700134,268.8800049,269.8599854,262.767334,3742900
07-11-2019,Thursday,November,Q4,2019,270.019989,275.0799866,269.8599854,272.7900085,265.6203918,4277800
08-11-2019,Friday,November,Q4,2019,271.7000122,274.9500122,271.7000122,274.8900146,267.6651917,2241300
11-11-2019,Monday,November,Q4,2019,273.0799866,277.1300049,273.0599976,277,269.7197266,2132600
12-11-2019,Tuesday,November,Q4,2019,277.6000061,279.5,275.769989,277.1400146,269.8561096,2217200
13-11-2019,Wednesday,November,Q4,2019,276.5100098,280.4599915,275,278.0700073,270.7615967,3320600
14-11-2019,Thursday,November,Q4,2019,277.4500122,279.6300049,276.7000122,279.6300049,272.2805481,2365900
15-11-2019,Friday,November,Q4,2019,280.6400146,280.8999939,278.1300049,280.7799988,273.4003601,2544200
18-11-2019,Monday,November,Q4,2019,280,281.769989,278.3999939,280.8599854,273.4782715,2715900
19-11-2019,Tuesday,November,Q4,2019,281.519989,286.5799866,280.9400024,285.3099976,277.8113708,3013800
20-11-2019,Wednesday,November,Q4,2019,285,287.730011,282.8599854,285.3800049,277.8794861,2903900
21-11-2019,Thursday,November,Q4,2019,284.6000061,286.519989,283.5899963,284.4500122,276.9739685,2777000
22-11-2019,Friday,November,Q4,2019,284.8299866,285.3599854,281.2099915,282.5700073,275.1433105,2968100
25-11-2019,Monday,November,Q4,2019,284,288.9899902,283.7000122,287.6099854,280.0509338,3760200
26-11-2019,Tuesday,November,Q4,2019,288.5,290.6499939,287.8200073,289.3800049,281.7743835,5712800
27-11-2019,Wednesday,November,Q4,2019,289.0299988,292,288.9100037,291.7000122,284.0334167,2163500
29-11-2019,Friday,November,Q4,2019,290.230011,293,290.230011,292.230011,284.5494385,1754400
02-12-2019,Monday,December,Q4,2019,290.5899963,290.75,283.8900146,286.4700012,278.9408264,3062300
03-12-2019,Tuesday,December,Q4,2019,282.2000122,287.6000061,281.5,287.0899963,279.5445557,2528300
04-12-2019,Wednesday,December,Q4,2019,288.5,289.6199951,286.1199951,286.8399963,279.3010559,2743300
05-12-2019,Thursday,December,Q4,2019,287.9500122,290.9500122,286.3999939,289.8500061,282.2320557,2580300
06-12-2019,Friday,December,Q4,2019,292.3099976,292.5,289.6799927,290.3999939,282.7675476,2425200
09-12-2019,Monday,December,Q4,2019,289.1900024,290.9599915,288.2600098,289.0599976,281.4627686,1903000
10-12-2019,Tuesday,December,Q4,2019,289,290.1700134,287.7099915,288.6099854,281.0245972,2514300
11-12-2019,Wednesday,December,Q4,2019,289.7600098,290.3200073,288.1099854,290.0499878,282.4267273,2298100
12-12-2019,Thursday,December,Q4,2019,289.8999939,292.75,288.269989,292.2099915,284.5299377,2746400
13-12-2019,Friday,December,Q4,2019,290.7900085,296.5299988,289.7999878,296.0899963,288.3080139,3565400
16-12-2019,Monday,December,Q4,2019,298.1099854,299.480011,296.8599854,296.9599915,289.1551514,4210700
17-12-2019,Tuesday,December,Q4,2019,298.5,298.5,293.769989,296,288.2203674,3354500
18-12-2019,Wednesday,December,Q4,2019,295.2000122,297.2999878,294.7399902,294.7399902,286.9934692,2902700
19-12-2019,Thursday,December,Q4,2019,294.4899902,298.1799927,294.1099854,297.5299988,289.7101746,2536900
20-12-2019,Friday,December,Q4,2019,300.5499878,300.5499878,296.8099976,298.5700073,290.7228394,5099400
23-12-2019,Monday,December,Q4,2019,298.7399902,299.8299866,297.1000061,297.269989,289.4570007,3590500
24-12-2019,Tuesday,December,Q4,2019,297.9599915,298.3099976,296.6000061,297.480011,289.6614685,641100
26-12-2019,Thursday,December,Q4,2019,298.1099854,299.3699951,297.7999878,299.2000122,291.3363342,1369200
27-12-2019,Friday,December,Q4,2019,300,301.5299988,298.1799927,300.7399902,292.8357849,2042600
30-12-2019,Monday,December,Q4,2019,300.8299866,301.0499878,295.2799988,297.7200012,289.8951416,2717600
31-12-2019,Tuesday,December,Q4,2019,296.1000061,298.9299927,295.769989,298.5899963,290.7422791,2478600
02-01-2020,Thursday,January,Q1,2020,300.4599915,303.5299988,299.5,303.3900146,295.4161072,3272400
03-01-2020,Friday,January,Q1,2020,299.4599915,302.4200134,298.6000061,300.4299927,292.5339355,2501300
06-01-2020,Monday,January,Q1,2020,297.3599854,301.3299866,296.019989,301.230011,293.3129272,3307200
07-01-2020,Tuesday,January,Q1,2020,301.7399902,303.3800049,299.8800049,300.2099915,292.3197021,3182000
08-01-2020,Wednesday,January,Q1,2020,300.7799988,306.9500122,300.5100098,305.1000061,297.4775696,3224400
09-01-2020,Thursday,January,Q1,2020,308.2799988,310.9400024,308.019989,309.1000061,301.3776855,3292600
10-01-2020,Friday,January,Q1,2020,311.5799866,311.9500122,308.7399902,311.1700134,303.3959351,2948000
13-01-2020,Monday,January,Q1,2020,313.2600098,315.6400146,312.8999939,315.2099915,307.3349915,3236400
